brand,brandID,cat_1,cat_2,cat_3,cat_4,country,fb_avg_comments_num,fb_avg_comments_num_growth,fb_avg_comments_num_merged,fb_avg_likes_num,fb_avg_likes_num_growth,fb_avg_likes_num_merged,fb_avg_shares_num,fb_avg_shares_num_growth,fb_avg_shares_num_merged,fb_engagement,fb_followers,fb_followers_growth,fb_followers_merged,fb_likes,fb_likes_growth,fb_likes_merged,fb_score,fb_username,final_score,ig_avg_comments_num,ig_avg_comments_num_growth,ig_avg_comments_num_merged,ig_avg_likes_num,ig_avg_likes_num_growth,ig_avg_likes_num_merged,ig_engagement,ig_followers,ig_followers_growth,ig_followers_merged,ig_score,ig_username
DOT ON,922.0,Creative,Décor,Art,M&O Paris Sep 2018,,0.23941594630697738,0.4458576448642564,0.3115410584579292,0.2394134580843176,0.4582274232826091,0.31450511266542486,0.230511348211537,0.3316528236738534,0.2719836778883485,0.3044077637889816,0.2615187233198446,0.09798186247659792,0.14255382380872905,0.2615272353563584,0.10349247185119491,0.1482993904657796,0.13204186301736948,dotsthis,0.12671792092194573,0.23071077772533463,0.3717368367453952,0.28471751785433536,0.23053024155773516,0.284992494457966,0.2548845433949412,0.2617409092406402,0.24298282436040158,0.06300476218302785,0.10006337339580068,0.1211602631907971,dot
Southern Roots TX,923.0,Lifestyle,Bottles Aug,Fashion,,,0.2291668472472411,0.3218953694055907,0.26772928617110686,0.23855526438871935,0.36771968191187465,0.28937849559737644,0.23022084324720388,0.4010310691489603,0.2925162176771645,0.28537549623606046,0.26188756784159994,0.30380889669440064,0.28129492769305825,0.26189811852785516,0.3088658471169377,0.2834495136568582,0.3504545388624588,southernrootsrockwall,0.26463642450228414,0.2348811232507983,0.272589722744067,0.25233441790820815,0.23852273120918394,0.08016118605110503,0.11999516761468951,0.13810246420106392,0.2550609802585275,0.1629487829318291,0.1988560075215256,0.13132589439028253,shopsouthernrootstx
AIRBORNE,924.0,Furniture,Design,Stool,M&O Paris Sep 2018,,0.23744343642152763,0.4733351122075261,0.3162456600253406,0.24553734400035065,0.12768934207698857,0.16800782516520907,0.23629996558553668,0.08785042485467788,0.1280828466172334,0.1734553832050913,0.26146890637900827,0.18640393603379754,0.21764585250104054,0.26147642709528524,0.18519802628732726,0.21682421213925668,0.17086292322324248,aabyairborne,0.24828858674282298,0.23468916069177825,0.49908848944847806,0.31925381940210923,0.23245623029443976,0.26080543219612257,0.24581617514125265,0.2608149258021288,0.24273709203785387,0.3754333264082617,0.29484294682206175,0.3067577319010965,airborne
H. SKJALM P.,925.0,Home,Décor,Tableware,M&O Paris Sep 2018,,0.2284780467340135,0.4196967150327366,0.29588157801759246,0.23827690905584686,0.3285327234681182,0.27621888330690175,0.224266163978966,0.21331948479402899,0.21865590286551762,0.26575843533539195,0.26141254965932487,0.9798959727055967,0.41272109231611126,0.2614189136148341,0.9812812750692128,0.41285176781186395,0.46261651268369386,HSkjalmP,0.37412074022590136,0.22864847553149412,0.3335168708863481,0.27130140474904707,0.2311098039982539,0.3548331857332729,0.2799092384208463,0.2777064750870715,0.24462441112256542,0.2077010881599563,0.22465572452244306,0.2567462146297983,hskjalmp
Creadys,926.0,Lifestyle,Bottles Aug,Home,,,,,,,,,,,,,,,,,,,,,0.24233242315334177,,,,,,,,0.24180420496143068,0.18764611349910182,0.2113102137234654,0.21241590923051723,creadys_home
IBRIDE,927.0,Home,Décor,Art,M&O Paris Sep 2018,,0.23313136990120117,0.17293395001937914,0.1985706569491279,0.267221435755233,0.16818825628874412,0.20644238354762173,0.2731475250290592,0.4405538462612001,0.3372172104159773,0.22189344385781978,0.2623155310203333,0.22491215966776035,0.24217815909788673,0.2622923603490027,0.21674623020741665,0.23735407308967496,0.2287856266843503,ibridedesign,0.18925904886104758,0.24587806504721632,0.16171331894470198,0.19510597876266722,0.2478141000404928,0.08334442862625688,0.1247373857865477,0.13709923148565956,0.24855942221484711,0.7352336718456931,0.37151969813607993,0.13890684711066584,ibride_design
AT THE CORNER. COMFORT (Under NAUT_INC.),928.0,Stool,Furniture,Glamping,,,,,,,,,,,,,,,,,,,,,0.2424592099217859,,,,,,,,0.2418054840255295,0.188166262246928,0.21164011130657723,0.21270507474736008,naut_inc
PORCELAINES JACQUES PERGAY,929.0,Home,Handmade,Accessories,M&O Paris Sep 2018,,0.2331929578977822,0.34511028078937867,0.2783221043717668,0.24446207338524273,0.11426918887731287,0.15574044291992906,0.23441348891889718,0.315208698373411,0.2688725907784314,0.18814666767211025,0.2614067700637406,0.2875751975769784,0.27386729612305816,0.26141314938708987,0.30451070274517644,0.2813208933561185,0.22027650441878305,jacquespergay,0.24581621847171864,,,,,,,,,,,,aurelie_pergay_porcelaines
chispum,930.0,Lifestyle,Kids,Décor,,,,,,,,,,,,,0.2628009329492364,0.14748181593626,0.18893486955706026,0.2627798761973241,0.14957413699730532,0.1906375199211249,0.18290270243145493,chispum,0.18370136985113422,0.22864847553149412,0.29391034388871,0.25720416372516186,0.2788893232509695,0.9195476275844477,0.42797748413096115,0.367050719546009,0.24728974927031008,0.14061151022640908,0.1792816303485214,0.1844965799510578,chispumchispum
Vacanza Shirts,931.0,Design,Lifestyle,Clothing,,,,,,0.236715304201563,0.3297868628974459,0.2756056449782454,,,,0.27290071189997467,0.2614061093133093,0.12412578193394821,0.1683245327168844,0.2614154048573144,0.12522243089511106,0.1693319662104858,0.15947098320411787,VacanzaShirts,0.191480590868111,0.23031437268804936,0.8829758413303788,0.36533515597998883,0.22935991773966422,0.24852262323084692,0.23855706594725753,0.26121903076093583,0.24203893286829317,0.17541002106989823,0.20340716589961388,0.21885757668930222,vacanzashirts
malwinawan,932.0,Lifestyle,Bottles Aug,Teaware,,,,,,,,,,,,,0.26139248622058525,0.12966704831391065,0.1733444099758576,0.2614021256271364,0.13179409646895832,0.17523696834337285,0.1650781460632036,MalwinaWan,0.16474277736546253,0.23010719570526786,0.10675069021258547,0.14584252286384097,0.22994521260665696,0.10652049488006805,0.14559509214251767,0.1456568710804595,0.2425911690589112,0.11453157504549706,0.15560111554431005,0.16440672455988023,ceramic_malwinawan
NAILMATIC,933.0,Kids,Beauty,Lifestyle,M&O Paris Sep 2018,,,,,,,,,,,,0.26282379878896106,0.20804001673473946,0.23224493238041605,0.262814084925884,0.20410057547716093,0.22976578174081494,0.23383252868024554,nailmatic,0.27368644249759616,0.23948375216585652,0.695431310661529,0.3562772839431547,0.24080441458346152,0.43125936999542225,0.309045547486098,0.3196392025234336,0.25247345077735767,0.24426711509231847,0.2483024971025519,0.308432952430479,nailmatic
RELEGNO,934.0,Furniture,Wooden,Lifestyle,M&O Paris Sep 2018,,,,,,,,,,,,0.26162971014686576,0.4944998671079406,0.3422055181833366,0.2616336469296659,0.49775631180244145,0.34298530719728487,0.3422828235043365,ReLegno,0.3153695414476234,0.22916162684560298,0.34008995501036127,0.2738176575985065,0.22989431244557312,0.40200176688015726,0.2925098693362193,0.2876015759836869,0.24204399758836714,0.24812715436821028,0.2450478291665267,0.28593419536611525,relegno
Black-blum,935.0,Lifestyle,Bottles Aug,Design,,,0.36160840929985305,0.0006034313946216007,0.001204852200923853,0.24240097504571018,0.24852152105575986,0.24542309428536613,0.24541087595074548,0.0149490846244306,0.0281815064362329,0.005696802251575958,0.26324970208736714,0.17813922094878287,0.2124887798373772,0.2632502573599076,0.1816471667381287,0.21496489214095,0.04831018762269278,blackandblum,0.23628590404368718,0.3688624549735367,0.2244868096570855,0.27910965987574976,0.24216411842267602,0.26207647774149145,0.2517271305578326,0.25805639630286714,0.24929523075402862,0.435433332741405,0.3170641885001142,0.3306481251592776,blackblumdesign
VESTA SRL,936.0,Design,Creative,Home,M&O Paris Sep 2018,,,,,0.24176822645702817,0.38553364863233014,0.2971768144517914,0.23475460524656147,0.23379633778422254,0.23427449160430336,0.27652146127703264,0.2621708999926621,0.13036653183785743,0.17414039125629077,0.2621764837393729,0.13342037473135185,0.17684510863649286,0.16597386016176494,VESTA,0.1832053610156003,0.22864847553149412,0.35372616089298436,0.2777557344885405,0.23297627928281653,0.12209577786121864,0.1602233657643699,0.179178182535143,0.24293029592272605,0.41361732081055874,0.3060864911618227,0.19894995941873372,vesta
Bog craft inc (KAKUKAKU),937.0,Design,Décor,Glamping,,,0.230275423891174,0.36434074776528164,0.28219454542837663,0.24397916478770793,0.37295241194637224,0.29498447284522183,0.2298495383569864,0.3706734532371295,0.28374974247556856,0.29005830335513605,0.26139095843667326,0.5635174883143974,0.35712660464677437,0.2613997704717346,0.482052574667131,0.3389818680301837,0.45383595541519645,bogcraft,0.43021642686240047,0.23077417016893537,0.3801900307838771,0.2872117178840324,0.23502009538250443,0.4067079344824193,0.29789734313147886,0.2951520821062442,0.2423472207380735,0.989655713268973,0.38935022795476487,0.40522249870519056,bog_craft
GUAXS,938.0,Décor,Lighting,Design,M&O Paris Sep 2018,,0.230275423891174,0.3623341322267962,0.28159061907586436,0.25654486093227036,0.1691083923139289,0.20384615250932112,0.2355297126339269,0.3000125126855641,0.26388903641447947,0.22667813547307705,0.2614987326698815,0.2201362939607473,0.23904142640160353,0.2614992491819149,0.22575455647560255,0.24231579654099508,0.23094357418842426,GUAXS,0.2614705882282914,0.23917762026031045,0.29778867313964646,0.2652843839826084,0.25453007623838125,0.194154876146443,0.2202804224431533,0.2300365134821373,0.2453344465519356,0.6713776416573891,0.3593539656820768,0.2887885083551166,guaxs_official
Salus Marine Wear,939.0,Lifestyle,Glamping,Kids,,,,,,,,,,,,,0.2614903219589292,0.24497559111641323,0.2529637021537536,0.26149064233034064,0.21979827821183714,0.23883862893818425,0.2576701130272554,SalusMarine,0.2921034540534905,0.23127702220624252,0.4232850649338368,0.29911939993348124,0.23349915733314053,0.722866329375012,0.3529794437784303,0.33777436024287033,0.24233278838798047,0.2672775607329024,0.25419466726951473,0.3228853799608782,salusmarine
BANWOOD,940.0,Kids,Sports,Accessories,M&O Paris Sep 2018,,0.22992393486523846,0.347137068163915,0.2766262846765181,0.2408575034688057,0.1771771846740563,0.20416704920736567,0.23799234634225344,0.36255784085703935,0.28735647101451683,0.2294753391809306,0.26184762361621794,0.7317769619985451,0.38568703168281887,0.26184088479533607,0.7459657122046318,0.38762263055646584,0.39126454330603644,banwoodbike,0.2784908523967623,0.24156979984472457,0.0014561122401559583,0.002894775617861468,0.2633645153294567,0.0229447597755546,0.04221194395761985,0.009603383839599735,0.2711802906073129,0.3555587165280843,0.3076895325751408,0.04501518509202442,banwoodbikes
DOOQ,941.0,Furniture,Design,Luxury,M&O Paris Sep 2018,,0.23030604052412001,0.3679315448717989,0.28328831003577615,0.2384634939685249,0.3483246881838145,0.2831097309258522,0.23075043504199932,0.3138706962401635,0.2659676444571515,0.27954158418368286,0.261405040305791,0.8863682047620681,0.40374022880782745,0.26141361341251995,0.9035013502149293,0.405501792074688,0.47904594430253095,dooqdetails,0.4960244430538363,0.233286829116155,0.6202155682283033,0.3390456165808791,0.24035368613898575,0.8104769104284019,0.37075645415794817,0.3622853435434575,0.2452285092951261,0.9261678148960547,0.387781228118342,0.5124407082395322,dooqdetails
Labelled With Viny,942.0,Lifestyle,Home,Design,,,0.23094222844449447,0.18390313288741825,0.2047558116141684,0.236715304201563,0.3022900894400323,0.26551381979860345,0.22695154643630225,0.3540259774420802,0.2765915711256422,0.2525488195349697,0.2616106653002216,0.23206780447250472,0.24595527834447908,0.2616156858080501,0.24117858315002091,0.2509817805352442,0.25896403137726676,Labelledwithvinyl,0.23942214354889516,0.22993941579341012,0.428080547985163,0.299178129949122,0.22976964582347875,0.3209821729439862,0.2678228475324542,0.27502893057090305,0.24514289403086204,0.15649668835289915,0.19103720236627109,0.21813655378209654,labelledwithvinyl
Magnetic Notes,943.0,Lifestyle,Tech,,,,,,,,,,,,,,0.261463199950424,0.10438458141200135,0.14920263602435252,0.261474267123518,0.08700826837440798,0.13056851284887472,0.13887617911086886,magnetichongkong,0.1747400161787965,,,,,,,,0.24187304923235084,0.17366012269471168,0.20216775094724276,0.2044053653500759,teslaamazinguk
The Teapot Store,944.0,Lifestyle,Bottles Aug,Teaware,,,,,,,,,,,,,0.2619619525918555,0.15905655905629243,0.1979331817017573,0.2619701597338703,0.15906795484890035,0.19794434801514627,0.19340231293015656,theteapotstore,0.18285028910391965,,,,,,,,0.2423547255571455,0.12420322866390666,0.16423727298521523,0.17165081358397283,theteapotstore
AirBolt,945.0,Travel,Tech,,,,,,,,,,,,,,0.2614598251797662,0.7217713662687546,0.3838653958208365,0.2614661180337863,0.73471279610561,0.38567871682656696,0.3686591136541907,theairbolt,0.29069044486407375,0.23128644441708984,0.3334438926296204,0.2731252326276918,0.2294188591542086,0.14201995376181112,0.1754370013913155,0.1926644959456489,0.2455944860977631,0.19219828398092587,0.21564010193536626,0.1819129665258986,theairbolt
live Vessel,946.0,Lifestyle,Bottles Aug,Home,,,0.2332316249631962,0.5074227086799845,0.31957424000080026,0.23865791957210608,0.3288987492752015,0.27660424257301786,0.23291640150957438,0.5136333275709059,0.3204974074548408,0.2924808891751703,0.2614093384995413,0.6140064977517743,0.36669894640935613,0.2614183173060844,0.5290674529852696,0.3499314687216903,0.4596701875943132,livevessel,0.34934985166974264,0.30270205835478475,0.5614876751725056,0.3933475912097095,0.24599544453871128,0.1392583428558643,0.17784078484070448,0.20606551688353597,0.24691073271218708,0.1642682623622473,0.1972843822621722,0.18109101678534822,live_vessel
DEEJO,947.0,Design,Lifestyle,Kitchen,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.2946632056207147,0.23860571771532893,0.4868345069119537,0.3202510502915565,0.2703086544390116,0.73396852672508,0.39510614914036024,0.37329289030934143,0.2507218252102172,0.22912427190874382,0.23943700281334376,0.31831324409273004,deejo_knives
Krabat,948.0,Kids,Educational,Siblings,,,,,,,,,,,,,0.2614494940276425,0.17317010320943965,0.2083441987091313,0.26145850250665065,0.1739505670832763,0.20891092058606162,0.20566234220777163,krabatleksaker,0.20002545015289755,0.22864847553149412,0.3397521571656534,0.2733417534243118,0.23164593908950873,0.12655931225559314,0.16368800082009252,0.18193417504189988,0.24240521197124565,0.25058724713174185,0.24642833226611802,0.1942250303523005,krabatleksaker
CORSI DESIGN FACTORY,949.0,Design,Accessories,Décor,M&O Paris Sep 2018,,,,,,,,,,,,0.2617456097629329,0.17468357054822964,0.209530708538387,0.2617491572569637,0.16771076595141363,0.20443421738983858,0.20706380554037357,corsidesign,0.23876173468057657,0.2300432630309466,0.2446439906401998,0.23711907767707893,0.23236082393387184,0.18055738181746891,0.2032095529917842,0.21074398290851767,0.24246897574917597,0.443857513112103,0.31361656100853386,0.2667187888591549,corsidesign
NOTARGIACOMO DESIGN,950.0,Home,Design,Lighting,M&O Paris Sep 2018,,,,,0.23679647991329822,0.3184054637791779,0.2716031305893004,,,,0.27053214953644283,0.26138744193381896,0.2941274264339315,0.27679264759929906,0.2613968886951745,0.20389470555394015,0.22909264775878802,0.32556334934136766,stefano,0.28799135538743087,0.22969424712566483,0.30326368757323374,0.2614012095984307,0.22969444722013774,0.37507307951406954,0.28491015095128447,0.27864520875669957,0.2420078388298704,0.19337293530851346,0.21497396734990973,0.24471727998122572,stefanotargiacomo
SKAGEN,951.0,Lifestyle,Design,Watches,,,0.2351402081100471,0.7460689748441574,0.3575808646248523,0.24243341724921605,0.2614718023155749,0.251592958709275,0.23225164888323718,0.36187886842418004,0.28292424455291176,0.2738959512406127,0.30462833659077576,0.99999598666961,0.46699591382034245,0.30461884475192774,0.9999980915732248,0.4669849898886297,0.5039936614208939,SkagenUK,0.41241354951089804,0.28109934792178476,0.3575217617642889,0.3147379019437411,0.31749569585161735,0.16269708585271275,0.21514536017179603,0.23362701430145286,0.32389667745926615,0.3014519085629696,0.3122715035413179,0.2935306813399875,skagendenmark
Cognitive Surplus,952.0,Lifestyle,Bottles Aug,Home,,,0.23297677697536454,0.17626872268290641,0.2006938081250463,0.25295948100880555,0.37202554809638044,0.3011508602156881,0.24248449340413153,0.5626673189695575,0.3389127309871099,0.27940591578044827,0.261752065382947,0.21597380789457368,0.23666957745947384,0.26175280002032103,0.22047572264452986,0.23934767450003355,0.2707027746053387,CognitiveSurplus,0.24668069413705793,0.2345055581727374,0.30071191013824106,0.2635138743086939,0.24702679123509053,0.3748426419538337,0.2977994097092362,0.288417964098274,0.24684973832805374,0.15230259740175997,0.18837848585586636,0.22005167016147056,cognitivesurplus
EIGENART,953.0,Mugs,Bottles,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.2613832824588923,0.2667392247911949,0.2640340950416911,0.26139206479067173,0.2480090346309501,0.25452474964239785,0.26996661998963206,EIGENart,0.26945450825430595,,,,,,,,,,,,
Mibuu,954.0,Lifestyle,Home,Design,,,,,,,,,,,,,,,,,,,,mibuulondon,0.21573601762960376,,,,,,,,0.24225207848013847,0.0893111863953442,0.13050794721740028,0.14406446639212647,mibuulondon
Quai Sud,955.0,Lifestyle,Bottles Aug,Design,,,,,,,,,,,,,0.262523535781675,0.12486171165581346,0.16923276373825066,0.26252261548901157,0.13838352411414218,0.18123346640184768,0.16047996034140072,quaisud,0.17412883666587017,0.23149734920734436,0.2163933091865533,0.2236906554047249,0.23252538430258796,0.20722074609997354,0.21914500340574086,0.22026400804932114,0.24309098830718615,0.1453594433567598,0.18193091249256993,0.18678299131891277,quaisudofficiel
Kelen,956.0,Clothing,Fashion,Glamping,,,,,,,,,,,,,0.26140143884871025,0.13609810185916765,0.1790001547534351,0.2614107989435619,0.13911529747450416,0.18159236755510985,0.17147884285281234,Kelen,0.2902535996223229,0.22864847553149412,0.36613540559872443,0.2815015839675227,0.23005532352713218,0.3489649429577995,0.2773002863583636,0.2783388099791013,0.2422691901753257,0.5367053540804451,0.3338419013937312,0.372946793311448,kelen_mens_official
MONSIEUR PAPIER,957.0,Design,Lifestyle,Stationery,M&O Paris Sep 2018,,0.23038217985552475,0.20207369524990398,0.21530140337108106,0.26643058652981966,0.12668235904513236,0.1717168340717518,0.23689795873336805,0.08646923241582281,0.12669426715648954,0.16662061763344008,0.26158547100065216,0.5612478891673489,0.356850610446779,0.2615801883280829,0.6748634921468617,0.3770241031088832,0.2701127031073505,monsieurpapierfrance,0.2604695127710541,0.23869243458679693,0.24835018674512652,0.24342555705768754,0.25667634588167626,0.22631894073352707,0.24054362566719445,0.24125769214051554,0.24884286651402818,0.2428719647550633,0.24582116325252668,0.2504553089603432,monsieur_papier_
